ID,"Date année","Date mois","Date jour",Départ,Arrivée,Pays,"KMs jour","KMs cumulé","Altitude (m)","Latitude degrés","Latitude minutes","Latitude décimale","Latitude radian","Longitude degrés","Longitude minutes","Longitude décimale","Longitude radian","KMs du départ (vol oiseau)","KMs du départ (corde)","KMs par étapes (segments)","KMs par étapes (cumulé)",Objet,Lieu,Contexte,Catégorie,Post,Jour,Titre,"Poids (g)","Taille (mm)",Couleur,Matière,Origine,Date,Coordonnées,,,
717,2014,12,14,Kathmandu,Bakthapur,Nepal,0,10771,1344,27,40347,276724,483,85,25655,854276,1491,77319,72663,124,567062,"Billet d'entrée",Bakthapur,Vacances,"Carnet de bord",1,"Jour 717","Namasté Népal",88,162,13,5,2,"dimanche 14 décembre 2014","N 27°40,3466' E 85°25,6552'",,,
718,2014,12,15,Bakthapur,Bakthapur,Nepal,0,10771,1328,27,40464,276744,483,85,25658,854276,1491,77318,72662,2,567064,Clé,Bakthapur,"Retrouvaille Navin (pour Barth)",Almanach,0,"Jour 718",0,435,36,17,2,2,"lundi 15 décembre 2014","N 27°40,4635' E 85°25,6581'",,,
719,2014,12,16,Bakthapur,Bakthapur,Nepal,0,10771,1336,27,40474,276746,483,85,25786,854298,1491,77319,72663,2,567066,Pendentif,Bakthapur,Vacances,Almanach,0,"Jour 719",0,293,25,11,2,2,"mardi 16 décembre 2014","N 27°40.4739' E 85°25,7860'",,,
720,2014,12,17,Bakthapur,Dhuliquel,Nepal,0,10771,1553,27,37152,276192,482,85,33074,855512,14931,77448,72769,135,567201,Cable,Dhuliquel,Vacances,Almanach,0,"Jour 720",0,93,47,0,0,2,"mercredi 17 décembre 2014","N 27°37,1519' E 85°33,0739",,,
721,2014,12,18,Dhuliquel,Dhuliquel,Nepal,0,10771,1557,27,37078,27618,482,85,33197,855533,14932,7745,72771,2,567203,Cordon,Dhuliquel,Vacances,Almanach,0,"Jour 721",0,57,125,15,4,2,"jeudi 18 décembre 2014","N 27°37,0783' E 85°33,1973'",,,
722,2014,12,19,Dhuliquel,Namobudha,Nepal,0,10771,1665,27,342,2757,4812,85,35033,855839,14937,77509,72819,61,567264,Crayon,Namobudha,Rando,Almanach,0,"Jour 722",0,134,59,7,0,2,"vendredi 19 décembre 2014","N 27°34,1995' E 85°35,0333'",,,
723,2014,12,20,Namobudha,Katmandhu,Nepal,0,10771,1321,27,42964,277161,4837,85,18687,853114,1489,77204,72568,314,567578,Connecteur,"Thamal, Katmandhu","Vacances à 4",Almanach,0,"Jour 723",0,148,44,15,0,2,"samedi 20 décembre 2014","N 27°42,964' E 85°18,6869'",,,
724,2014,12,21,Katmandhu,Nagarkot,Nepal,0,10771,1956,27,43418,277236,4839,85,31526,855254,14927,77348,72687,211,567789,Bouton,Nagarkot,"Bon trip",Almanach,0,"Jour 724",0,132,19,3,2,2,"dimanche 21 décembre 2014","N 27°43,4175' E 85°31,5257'",,,
725,2014,12,22,Nagarkot,Kathmandu,Nepal,0,10771,1327,27,43291,277215,4838,85,19066,853178,14891,77204,72569,204,567993,"Bracelet disco","Service visa indien, Kathmandu","3ème session ambassade",Almanach,0,"Jour 725",0,253,147,14,0,2,"lundi 22 décembre 2014","N 27°43,2912' E 85°19,066'",,,
726,2014,12,23,Kathmandu,Lac-de-Pokara,Nepal,0,10771,801,27,12211,272035,4748,83,57772,839629,14654,76649,72112,1456,569449,Capuchon,"Lac de Pokara, Népal",Vacances,Almanach,0,"Jour 726",0,53,39,6,3,2,"mardi 23 décembre 2014","N 28°12,2108' E 83°57,7721'",,,
727,2014,12,24,Lac-de-Pokara,Sarangkot,Nepal,0,10771,1566,28,14733,282456,493,83,56919,839486,14652,75833,71437,1159,570609,Cable,"Sarangkot, Népal",Rando,Almanach,0,"Jour 727",0,411,60,14,0,2,"mercredi 24 décembre 2014","N 28°14,7330' E 83°56,9188'",,,
728,2014,12,25,Sarangkot,Kathmandu,Nepal,0,10771,1303,27,43126,277188,4838,85,18521,853087,14889,7720,72565,1459,572067,Stylo,"Thamel, Kathmandu","Joyeux Noel",Almanach,0,"Jour 728",0,77,64,8,0,2,"jeudi 25 décembre 2014","N 27°43,1255' E 85°18,5209'",,,
729,2014,12,26,Kathmandu,Delhi,India,0,10771,217,28,38531,286422,4999,77,13136,772189,13477,70728,67153,7996,580063,"Lame de scalpel","Paharganj, delhi","Bye Népal","Carnet de bord",1,"Jour 729","Redescendre du toit du monde",45,43,14,2,2,"vendredi 26 décembre 2014","N 28°38,5314' E 77°13,1355'",,,
730,2014,12,27,Delhi,Agra,India,0,10771,174,27,11887,271981,4747,77,59921,779987,13613,7238,68552,178,581843,Composant,Agra,"Reconection avec l'Inde",Almanach,0,"Jour 730",0,111,36,15,0,2,"samedi 27 décembre 2014","N 27°11,8868' E 77°59,9209'",,,
731,2014,12,28,Agra,Agra,India,0,10771,183,27,10786,271798,4744,78,1188,780198,13617,7241,68577,29,581872,"Fragment de Barette","Agra Fort","Machine touristique enclanchée",Almanach,0,"Jour 731",0,18,22,12,3,2,"dimanche 28 décembre 2014","N 27°10,7857' E 78°01,1877'",,,
732,2014,12,29,Agra,Agra,India,0,10771,170,27,11893,271982,4747,77,59828,779971,13613,72379,68551,3,581902,"SIM négatif","Agra, Inde","Prise de décision",Almanach,0,"Jour 732",0,8,14,4,3,2,"lundi 29 décembre 2014","N 27°11,8928' E 77°59,8278'",,,
733,2014,12,30,Agra,Old-Manali,India,0,10771,2031,32,1532,322553,563,77,10618,77177,1347,68025,64841,568,587583,Gomme,"Old Manali, Himachal Pradesh","Vacances prolongation",Almanach,0,"Jour 733",0,86,30,12,3,2,"mardi 30 décembre 2014","N 32°15,3202' E 77°10,6182'",,,
734,2014,12,31,Old-Manali,Vashisht,India,0,10771,2070,32,16022,32267,5632,77,1126,771877,13472,68024,6484,16,587599,"Crayon feutre","Vashisht, Himachal Pradesh",Reveillon,Almanach,0,"Jour 734",0,111,45,6,0,2,"mercredi 31 décembre 2014","N 32°16,0224' E 77°11,2600'",,,
735,2015,1,1,Vashisht,Vashisht,India,0,10771,2068,32,15972,322662,5632,77,11259,771877,13472,68025,64841,1,58760,"Fermeture éclaire","Vashisht Himachal Pradesh","2015 quoi!",Almanach,0,"Jour 735",0,185,183,0,3,2,"jeudi 1 janvier 2015","N 32°15,9718' E 77°11,2590'",,,
736,2015,1,2,Vashisht,Vashisht,India,0,10771,2067,32,15924,322654,5631,77,11269,771878,13472,68025,64842,1,587601,Pétard,"Vashisht, Himachal Pradesh","Chile out",Almanach,0,"Jour 736",0,38,38,12,5,2,"vendredi 2 janvier 2015","N 32°15,9239' E 77°11,2690'",,,
737,2015,1,3,Vashisht,Vashisht,India,0,10771,2061,32,16047,322674,5632,77,11246,771874,13472,68024,6484,2,587603,Bidi,"Vashisht, Himachal Pradesh","Chile out",Almanach,0,"Jour 737",0,4,62,17,1,2,"samedi 3 janvier 2015","N 32°16,0466' E 77°11,2455'",,,
738,2015,1,4,Vashisht,Vashisht,India,0,10771,2062,32,15881,322647,5631,77,11271,771878,13472,68026,64842,3,587606,Connectique,"Vashisht, Himashal Pradesh",Vacances,Almanach,0,"Jour 738",0,14,15,14,2,2,"dimanche 4 janvier 2015","N 32°15,8814' E 77°11,2706'",,,
739,2015,1,5,Vashisht,Vashisht,India,0,10771,2010,32,15635,322606,5631,77,11348,771891,13472,6803,64845,5,587611,Photo,"Vashisht, Himashal Pradesh",Migration,Almanach,0,"Jour 739",0,39,47,12,5,2,"lundi 5 janvier 2015","N 32°15,6354' E 77°11,3482'",,,
740,2015,1,6,Vashisht,Mandi,India,0,10771,769,31,42482,31708,5534,76,55921,76932,13427,68251,65035,661,588272,Emerillon,Mandi,"Hello Mandi",Almanach,0,"Jour 740",0,72,26,14,2,2,"mardi 6 janvier 2015","N 31°42,482' E 76°55,9206'",,,
741,2015,1,7,Mandi,Mandi,India,0,10771,768,31,42386,317064,5534,76,55996,769333,13427,68253,65037,2,588274,Cables,Mandi,"Reconnexion progressive","Carnet de bord",1,"Jour 741","Prolongations dans les cimes",364,166,6,0,2,"mercredi 7 janvier 2015","N 31°42,3859' E 76°55,9964'",,,
742,2015,1,8,Mandi,Mandi,India,0,10771,778,31,42309,317052,5534,76,56217,769369,13428,68256,6504,4,588278,Perles,Mandi,"En route vers Rishikesh",Almanach,0,"Jour 742",0,342,160,16,0,2,"jeudi 8 janvier 2015","N 31°42,3093' E 76°56,2167'",,,
743,2015,1,9,Mandi,Rishikesh,India,0,10771,360,30,7552,301259,5258,78,1982,783303,13671,70417,66889,2203,590481,Flacon,"Laksham Jhula, Rishikesh","Besoin de sommeille",Almanach,0,"Jour 743",0,16,30,13,0,2,"vendredi 9 janvier 2015","N 30°07,5522' E 78°19,8202'",,,
744,2015,1,10,Rishikesh,Rishikesh,India,0,10771,361,30,7544,301257,5258,78,19727,783288,13671,70416,66888,1,590482,Étiquette,"Laksham Jhula, Rishikesh","Boulot mais tranquille.",Almanach,0,"Jour 744",0,231,59,3,0,2,"samedi 10 janvier 2015","N 30°07,5435' E 78°19,7272'",,,
745,2015,1,11,Rishikesh,Rishikesh,India,0,10771,364,30,7403,301234,5258,78,19713,783285,13671,70417,66889,3,590485,Bracelet,"Laksham Jhula, Rishikesh","Boulot mais tranquille",Almanach,0,"Jour 745",0,219,47,3,2,2,"dimanche 11 janvier 2015","N 30°07,4027' E 78°19,7127'",,,
746,2015,1,12,Rishikesh,Rishikesh,India,0,10771,356,30,6503,301084,5255,78,17817,782969,13665,70406,66879,35,59052,Connectique,Rishikesh,"Tablette OK",Almanach,0,"Jour 746",0,45,130,4,0,2,"lundi 12 janvier 2015","N 30°06,5028' E 78°17,8166'",,,
747,2015,1,13,Rishikesh,Rishikesh,India,0,10771,365,30,7568,301261,5258,78,19852,783309,13671,70417,66889,38,590558,"Brosse à dent","Laksham Jhula, Rishikesh",Boulot,Almanach,0,"Jour 747",0,1,24,6,0,2,"mardi 13 janvier 2015","N 30°07,5675' E 78°19,8520'",,,
748,2015,1,14,Rishikesh,Rishikesh,India,0,10771,356,30,7589,301265,5258,78,19769,783295,13671,70416,66888,1,590559,Connector,"Laksham Jhula, Rishikesh",Boulot,Almanach,0,"Jour 748",0,218,20,15,0,2,"mercredi 14 janvier 2015","N 30°07,5886' E 78°19,7688'",,,
749,2015,1,15,Rishikesh,Rishikesh,India,0,10771,398,30,7709,301285,5258,78,19584,783264,13671,70412,66885,4,590563,"Noix de pan","Laksham Jhula, Rishikesh","boulot, organisation",Almanach,0,"Jour 749",0,32,17,17,1,1,"jeudi 15 janvier 2015","N 30°07,7091' E 78°19,5838'",,,
750,2015,1,16,Rishikesh,Rishikesh,India,0,10771,354,30,7844,301307,5259,78,1978,783297,13671,70413,66885,4,590567,Rondelle,"Laksham Jhula, Rishikesh",Boulot,Almanach,0,"Jour 750",0,28,9,14,2,2,"vendredi 16 janvier 2015","N 30°07,8435' E 78°19,7796'",,,
751,2015,1,17,Rishikesh,Haridwar,India,0,10771,278,29,55778,299296,5224,78,955,781592,13641,70441,66909,277,590844,"Braguette cassée","Haridwar, Uttarakhand,","En attendant le train",Almanach,0,"Jour 751",0,43,9,14,2,2,"samedi 17 janvier 2015","N 29°55,7784' E 78°09,5498'",,,
752,2015,1,18,Haridwar,Lucknow,India,0,10771,151,26,50589,268432,4685,80,56921,809487,14128,74777,7056,4385,59523,"Nœud plastique","5 Park Road, Lucknow","Retour à Lucknow","Carnet de bord",1,"Jour 752","Reconnexion progressive",82,124,4,3,2,"dimanche 18 janvier 2015","N 26°50,5893' E 80°56,9208'",,,
753,2015,1,19,Lucknow,Lucknow,India,0,10771,104,26,5165,268608,4688,80,55614,809269,14124,74747,70536,29,595259,"Capuchon d'écouteur",Residency,"Visite de Residency",Almanach,0,"Jour 753",0,3,11,14,3,2,"lundi 19 janvier 2015","N 26°51,650' E 80°55,614'",,,
754,2015,1,20,Lucknow,Lucknow,India,0,10771,119,26,5148,26858,4688,80,56753,809459,14128,74763,70549,19,595278,"Fiche bleue","Shahnajaf Imambara, Lucknow","Visite, Shoping",Almanach,0,"Jour 754",0,492,40,8,0,2,"mardi 20 janvier 2015","N 26°51,4796' E 80°56,7529'",,,
755,2015,1,21,Lucknow,Lucknow,India,0,10771,115,26,51873,268646,4689,80,54501,809084,14121,74731,70522,38,595316,"Nœud plastique","Chwok, Lucknow","Tunday Kabab",Almanach,0,"Jour 755",0,202,53,4,3,2,"mercredi 21 janvier 2015","N 26°51,873' E 80°54,501'",,,
756,2015,1,22,Lucknow,Lucknow,India,0,10771,135,26,50989,268498,4686,80,55898,809316,14125,74759,70546,28,595344,"Os de poulet","Aminabad, Lucknow,","Pas de boutique de vélo",Almanach,0,"Jour 756",0,166,64,3,7,1,"jeudi 22 janvier 2015","N 26°50,9887' E 80°55,8978'",,,
757,2015,1,23,Lucknow,Lucknow,India,0,10771,135,26,50583,268431,4685,80,56917,809486,14128,74777,7056,18,595363,"Réservoir de briquet","Tapar House, Lucknow",Boulot,Almanach,0,"Jour 757",0,366,60,16,0,2,"vendredi 23 janvier 2015","N 26°50,583' E 80°56,9166'",,,
758,2015,1,24,Lucknow,Lucknow,India,0,10771,130,26,49915,268319,4683,80,55566,809261,14124,74769,70554,26,595388,"Morceau de briquet","Railway train station, Lucknow","Tadkal, réservation d'urgence","Carnet de bord",1,"Jour 758",Lucknow,242,43,15,0,2,"samedi 24 janvier 2015","N 26°49,915' E 80°55,566'",,,
759,2015,1,25,Lucknow,Lucknow,India,5,10776,130,26,49809,268302,4683,80,55366,809228,14124,74768,70553,4,595392,"Objet métal","train station, Lucknow","Départ pour Jaipur",Almanach,0,"Jour 759",0,313,49,14,2,2,"dimanche 25 janvier 2015","N 26°49,809' E 80°55,366'",,,
760,2015,1,26,Lucknow,Jaipur,India,0,10776,462,26,5544,26924,4699,75,47407,757901,13228,70985,67372,5093,600485,Bouton,"Jaipur, guest house.","Ils ont oublié les vélos dans le train",Almanach,0,"Jour 760",0,42,10,13,3,2,"lundi 26 janvier 2015","N 26°55,440' E 75°47,407'",,,
761,2015,1,27,Jaipur,Jaipur,India,0,10776,456,26,55845,269308,47,75,49039,758173,13233,7100,67385,28,600513,Bracelet,"Vieille ville de Jaipur","On à récupéré les bécanes",Almanach,0,"Jour 761",0,241,150,12,0,2,"mardi 27 janvier 2015","N 26°55,845' E 75°49,039'",,,
762,2015,1,28,Jaipur,Jaipur,India,0,10776,512,26,55451,269242,4699,75,47384,757897,13228,70985,67372,28,600541,"Fil de fer","Guest house, quartier de la gare, Jaipur","Faux départ","Carnet de bord",1,"Jour 762",Jaipur,82,55,14,2,2,"mercredi 28 janvier 2015","N 26°55,451' E 75°47,384'",,,
763,2015,1,29,Jaipur,Route-de-Phulera,India,65,10841,405,26,51622,268604,4688,75,2227,753712,13155,70728,67154,421,600963,LED,"Route de Phulera, Rajasthan","Premier jour de route",Almanach,0,"Jour 763",0,23,26,14,0,2,"jeudi 29 janvier 2015","N 26°51,622' E 75°22,270'",,,
764,2015,1,30,Route-de-Phulera,Roopangarh,India,60,10901,411,26,46654,267776,4674,74,50138,748356,13061,7040,66875,54,601502,"Mécanisme stylo","Roopangarh, Rajasthan","Mariage en série",Almanach,0,"Jour 764",0,99,53,15,0,2,"vendredi 30 janvier 2015","N 26°46,654' E 74°50,138'",,,
765,2015,1,31,Roopangarh,Pushkar,India,60,10961,509,26,29474,264912,4624,74,33042,745507,13012,70408,66881,426,601928,Elastique,Pushkar,"(re)découvrte de Pushkar","Carnet de bord",1,"Jour 765","Arrivée à Pushkar",99,80,17,0,2,"samedi 31 janvier 2015","N 26°29,474' E 74°33,042'",,,
766,2015,2,1,Pushkar,Pushkar,India,0,10961,510,26,29469,264912,4624,74,33036,745506,13012,70408,66881,0,601929,"Carte à jouer Kamasutra","Guest House, Pushkar","Remise en forme (Fanch)",Almanach,0,"Jour 766",0,79,85,3,5,2,"dimanche 1 février 2015","N 26°29,469' E 74°33,036'",,,
767,2015,2,2,Pushkar,Pushkar,India,0,10961,474,26,29297,264883,4623,74,33162,745527,13012,70412,66884,4,601932,Fossil,"Pushkar ghat","Roxana le retour",Almanach,0,"Jour 767",0,263,15,3,6,1,"lundi 2 février 2015","N 26°29,297' E 74°33,162'",,,
768,2015,2,3,Pushkar,Pushkar,India,0,10961,475,26,29163,264861,4623,74,33148,745525,13012,70413,66886,2,601935,Offrandes,"Pushkar Lac","Full moon",Almanach,0,"Jour 768",0,106,9,3,0,1,"mardi 3 février 2015","N 26°29,163' E 74°33,148'",,,
769,2015,2,4,Pushkar,Pushkar,India,0,10961,476,26,29163,264861,4623,74,33148,745525,13012,70413,66886,0,601935,Pigment,Pushkar,"Journée taf et falafel",Almanach,0,"Jour 769",0,76,0,11,6,2,"mercredi 4 février 2015",0,,,
770,2015,2,5,Pushkar,Pushkar,India,0,10961,475,26,29391,264899,4623,74,33296,745549,13012,70412,66885,5,60194,Photo,Pushkar,"Soirée pizza",Almanach,0,"Jour 770",0,41,50,0,5,2,"jeudi 5 février 2015","N 26°29,391' E 74°33,296'",,,
771,2015,2,6,Pushkar,Pushkar,India,0,10961,510,26,24394,264066,4609,74,32782,745464,13011,70469,66933,93,602033,Pierre,"Krishna temple","Virée en campagne",Almanach,0,"Jour 771",0,118,15,3,6,1,"vendredi 6 février 2015","N 26°24,394' E 74°32,782'",,,
772,2015,2,7,Pushkar,Pushkar,India,0,10961,494,26,29394,264899,4623,74,33167,745528,13012,7041,66883,93,602126,tissu,Pushkar,"Boulot, loisir","Carnet de bord",1,"Jour 772","Dans la fièvre de Pushkar",72,240,3,4,2,"samedi 7 février 2015","N 26°29,394' E 74°33,167'",,,
773,2015,2,8,Pushkar,Pushkar,India,0,10961,521,26,29366,264894,4623,74,33068,745511,13012,7041,66883,2,602127,Plastique,Pushkar,Pomenade,Almanach,0,"Jour 773",0,262,36,15,3,2,"dimanche 8 février 2015","N 26°29,366' E 74°33,068'",,,
774,2015,2,9,Pushkar,Pushkar,India,0,10961,518,26,29383,264897,4623,74,33131,745522,13012,7041,66883,1,602128,Bijoux,Pushkar,Routine,Almanach,0,"Jour 774",0,48,24,14,0,2,"lundi 9 février 2015","N 26°29,383' E 74°33,131'",,,
775,2015,2,10,Pushkar,Pushkar,India,0,10961,527,26,29421,264904,4623,74,33025,745504,13011,70408,66882,2,60213,"Faux billet",Pushkar,Routine,Almanach,0,"Jour 775",0,56,132,0,5,2,"mardi 10 février 2015","N 26°29,421' E 74°33,025'",,,
776,2015,2,11,Pushkar,Pushkar,India,0,10961,583,26,29433,264906,4623,74,33312,745552,13012,70412,66884,5,602135,Bracelet,Pushkar,"Atelier vélo",Almanach,0,"Jour 776",0,187,202,12,0,2,"mercredi 11 février 2015","N 26°29,433' E 74°33,312'",,,
777,2015,2,12,Pushkar,Pushkar,India,0,10961,519,26,29316,264886,4623,74,33129,745522,13012,70411,66884,4,602139,Ponpon,Pushkar,"Atelier vélo",Almanach,0,"Jour 777",0,32,27,0,4,2,"jeudi 12 février 2015","N 26°29,316' E 74°33,129'",,,
778,2015,2,13,Pushkar,Pushkar,India,0,10961,517,26,29458,26491,4624,74,33039,745507,13012,70408,66881,3,602142,Mirroir,Pushkar,"Atelier vélo",Almanach,0,"Jour 778",0,53,20,14,8,2,"vendredi 13 février 2015","N 26°29,458' E 74°33,039'",,,
779,2015,2,14,Pushkar,Maison-Pannalal,India,30,10991,412,26,20835,263473,4598,74,2518,744197,12989,70421,66892,206,602348,"Languette plastique","Maison Pannalal",Mariage,"Carnet de bord",1,"Jour 779","Suite et fin...",192,80,15,3,2,"samedi 14 février 2015","N 26°20,835' E 74°25,180'",,,
780,2015,2,15,Maison-Pannalal,Beawar,India,55,11046,449,26,8343,261391,4562,74,1921,743202,12971,70505,66964,252,60260,Pépites,"Route de Beawar",Crevaisons,Almanach,0,"Jour 780",0,122,10,3,2,2,"dimanche 15 février 2015","N 26°08,343' E 74°19,210'",,,
781,2015,2,16,Beawar,Bhim,India,65,11111,611,25,44114,257352,4492,74,47,740783,12929,70634,67073,51,60311,"Manche de cuillère",Bhim,"NH58, guest house",Almanach,0,"Jour 781",0,489,22,14,2,2,"lundi 16 février 2015","N 25°44,114' E 74°04,700'",,,
782,2015,2,17,Bhim,Kelwa,India,85,11196,652,25,10859,25181,4395,73,50039,73834,12886,70875,67279,664,603774,Bracelet,Kelwa,"Nuit au temple",Almanach,0,"Jour 782",0,114,120,0,0,2,"mardi 17 février 2015","N 25°10,859' E 73°50,039'",,,
783,2015,2,18,Kelwa,Udaipur,India,85,11281,643,24,34885,245814,429,73,40942,736824,1286,7122,67572,684,604458,Bracelet,Udaipur,"Arrivée à Udaipur","Carnet de bord",1,"Jour 783","La route d'Udaipur",409,370,0,0,2,"mercredi 18 février 2015","N 24°34,885' E 73°40,942'",,,
784,2015,2,19,Udaipur,Udaipur,India,0,11281,634,24,34866,245811,429,73,40807,736801,1286,71219,6757,2,60446,Vitamine,"Udaipur Lac","Changement de rive",Almanach,0,"Jour 784",0,143,22,15,0,2,"jeudi 19 février 2015","N 24°34,866' E 73°40,807'",,,
785,2015,2,20,Udaipur,Udaipur,India,0,11281,617,24,34873,245812,429,73,40886,736814,1286,7122,67571,1,604462,USB,"Udaipur Lac","Grosse fatigue",Almanach,0,"Jour 785",0,182,21,14,0,2,"vendredi 20 février 2015","N 24°34,873' E 73°40,886'",,,
786,2015,2,21,Udaipur,Udaipur,India,0,11281,606,24,34819,245803,429,73,4087,736812,1286,7122,67572,1,604463,Mousse,"50 Road, Udaipur",Repos,Almanach,0,"Jour 786",0,29,45,3,3,2,"samedi 21 février 2015","N 24°34,819' E 73°40,970'",,,
787,2015,2,22,Udaipur,Udaipur,India,0,11281,575,24,35407,245901,4292,73,41662,736944,12862,71223,67573,17,60448,"Etiquette plastique","Hospital road, Udaipur",Boulot,"Carnet de bord",1,"Jour 787","Ivre d'Inde...",167,59,12,3,2,"dimanche 22 février 2015","N 24°35,407' E 73°41,662'",,,
788,2015,2,23,Udaipur,Udaipur,India,0,11281,628,24,34913,245819,429,73,40861,73681,1286,71219,6757,16,604496,Alvéoles,"Canal Udaipur","Promenade, boulot",Almanach,0,"Jour 788",0,1,24,17,5,1,"lundi 23 février 2015","N 24°34,913' E 73°40,861'",,,
789,2015,2,24,Udaipur,Udaipur,India,0,11281,574,24,34261,24571,4288,73,41633,736939,12862,71237,67585,18,604514,Tissu,"Udaipur zoo","Boulot, promenade",Almanach,0,"Jour 789",0,103,77,10,0,2,"mardi 24 février 2015","N 24°34,261' E 73°41,633'",,,
790,2015,2,25,Udaipur,Udaipur,India,0,11281,602,24,34865,245811,429,73,40797,7368,1286,71219,6757,18,604532,Rustine,"Peace Eyes Bob, Udaipur",Boulot,Almanach,0,"Jour 790",0,1,29,15,3,2,"mercredi 25 février 2015","N 24°34,865' E 73°40,797'",,,
791,2015,2,26,Udaipur,Udaipur,India,0,11281,608,24,34803,245801,429,73,41007,736835,1286,71222,67573,4,604536,"Étiquette réfelchissante","Sai Baba Mandir (temple)",Boulot,Almanach,0,"Jour 791",0,112,120,17,3,2,"jeudi 26 février 2015","N 24°34,803' E 73°41,007'",,,
792,2015,2,27,Udaipur,Udaipur,India,0,11281,601,24,34921,24582,429,73,40787,736798,1286,71218,6757,4,60454,"Fragments de bracelet","Brahmpol road, Udaipur",Boulot,Almanach,0,"Jour 792",0,145,28,12,3,2,"vendredi 27 février 2015","N 24°34,921' E 73°40,787'",,,
793,2015,2,28,Udaipur,Udaipur,India,0,11281,600,24,34875,245813,429,73,40876,736813,1286,7122,67571,2,604542,"Capsule de médicament","Lac d'Udaipur",Boulot,Almanach,0,"Jour 793",0,3,15,9,3,2,"samedi 28 février 2015","N 24°34,875' E 73°40.876",,,
794,2015,3,1,Udaipur,Udaipur,India,0,11281,601,24,34702,245784,429,73,40583,736764,12859,71218,6757,6,604548,Graine,"Ambey Mata Temple",Boulot,Almanach,0,"Jour 794",0,18,10,17,1,1,"dimanche 1 mars 2015","N 24°34,702' E 73°40,583'",,,
795,2015,3,2,Udaipur,Udaipur,India,0,11281,596,24,34245,245708,4288,73,41173,736862,12861,71231,67581,13,604561,"Fermeture éclaire","Manik Lal Verma Park","Tournage, Checkpoint",Almanach,0,"Jour 795",0,15,33,14,2,2,"lundi 2 mars 2015","N 24°34,245' E 73°41,173'",,,
796,2015,3,3,Udaipur,Udaipur,India,5,11286,649,24,34135,245689,4288,73,41986,736998,12863,71243,6759,14,604575,Vis,"Gare Udaipur","Départ en train",Almanach,0,"Jour 796",0,5,24,14,2,2,"mardi 3 mars 2015","N 24°34,135' E 73°41,986'",,,
797,2015,3,4,Udaipur,Delhi,India,20,11306,224,28,39774,286629,5003,77,11185,771864,13472,70689,6712,5722,610297,"sceau de plombs","Sarai Rohllia Train station, Delhi","Tours de roue à Delhi",Almanach,0,"Jour 797",0,672,18,14,2,2,"mercredi 4 mars 2015","N 28°39,774' E 77°11,185'",,,
798,2015,3,5,Delhi,Delhi,India,0,11306,222,28,33181,28553,4983,77,12455,772076,13475,70787,67203,124,610421,Bracelet,"Hauz Khas, Block H, Delhi",Boulot,Almanach,0,"Jour 798",0,172,100,12,0,2,"jeudi 5 mars 2015","N 28°33,181' E 77°12,455'",,,
799,2015,3,6,Delhi,Delhi,India,0,11306,227,28,33281,285547,4984,77,1163,771938,13473,70775,67194,14,610435,"Plastique écouteur","Haus Khas District Park","Holi Fest, ou pas",Almanach,0,"Jour 799",0,4,11,12,3,2,"vendredi 6 mars 2015","N 28°33,281' E 77°11,630'",,,
800,2015,3,7,Delhi,Delhi,India,0,11306,223,28,33589,285598,4985,77,12433,772072,13475,70781,67199,14,610449,Médicament,"Sri Aurobindo Marg","Shoping matos vélo",Almanach,0,"Jour 800",0,1,43,14,0,2,"samedi 7 mars 2015","N 28°33,589' E 77°12,433'",,,
801,2015,3,8,Delhi,Delhi,India,0,11306,231,28,33352,285559,4984,77,5958,770993,13456,70706,67135,106,610554,Bambou,"International airport, Delhi","Adieu Asie",Almanach,0,"Jour 801",0,29,43,3,1,1,"dimanche 8 mars 2015","N 28°33,352' E 77°05,958'",,,
802,2015,3,9,Delhi,Tbilisi,Georgia,0,11306,430,41,41613,416936,7277,44,48394,448066,782,38535,3795,32549,643103,"Super glue","Old Tbilisi","Tbilisi nous voilà","Carnet de bord",1,"Jour 802","Le grand saut",131,46,4,3,2,"lundi 9 mars 2015","N 41°41,613' E 44°48,394'",,,
803,2015,3,10,Tbilisi,Tbilisi,Georgia,0,11306,410,41,41983,416997,7278,44,48118,44802,7819,38528,37944,8,643111,"Corde de piano","Atoneli Street, Tbilisi","Découverte du centre de Tbilisi, rencontre avec Rolland",Almanach,0,"Jour 803",0,116,60,17,2,2,"mardi 10 mars 2015","N 41°41,983' E 44°48,118'",,,
804,2015,3,11,Tbilisi,Tbilisi,Georgia,5,11311,412,41,42377,417063,7279,44,47842,447974,7819,38521,37937,8,643119,"Anneaux laiton","CCA Tbilisi","Présentation au CCA Tbilisi",Almanach,0,"Jour 804",0,9,16,4,2,2,"mercredi 11 mars 2015","N 41°42,377' E 44°47,842'",,,
805,2015,3,12,Tbilisi,Tbilisi,Georgia,0,11311,407,41,42121,41702,7278,44,48241,44804,782,38528,37944,7,643126,"Papier cigarette pull","Pont sec, Tbilisi","Bazar soviétique",Almanach,0,"Jour 805",0,1,21,3,5,2,"jeudi 12 mars 2015","N 41°42,121' E 44°48,241'",,,
806,2015,3,13,Tbilisi,Tbilisi,Georgia,0,11311,408,41,4158,41693,7277,44,48495,448083,7821,38536,37952,11,643137,"Fer à cheval","Peace Bridge, Tbilisi","Galerie squatting","Carnet de bord",1,"Jour 806","Immersion à Tbilissi",24,20,14,2,2,"vendredi 13 mars 2015","N 41°41,580' E 44°48,495'",,,
